Frame;Time_s;Fx_N;Fy_N;Fz_N;Mx_Nm;My_Nm;Mz_Nm;COPx_mm;COPy_mm
8602;8.601;0.719;-0.311;4.237;0.0109;-0.0184;-0.0031;2.048;4.614
8603;8.602;-0.912;-2.578;0.474;-0.0178;-0.0554;0.0013;6.83;-2.416
8604;8.603;0.468;-1.807;7.623;0.0125;-0.0319;-0.0022;-0.15;-6.269
8605;8.604;-0.063;-0.087;2.881;-0.0059;0.0088;-0.0017;-2.119;3.906
8606;8.605;0.576;0.378;4.954;0.0111;0.0113;-0.0008;-3.015;-2.883
8607;8.606;0.817;-1.625;9.91;0.0102;-0.0499;-0.0071;4.751;3.449
8608;8.607;-1.971;-0.392;11.279;-0.0453;-0.0226;-0.0041;-0.211;-10.077
8609;8.608;-0.215;-0.685;-1.511;0.0034;-0.0369;-0.0112;-2.399;-5.142
8610;8.609;0.243;-0.619;5.94;0.0078;-0.0001;-0.0002;-1.353;1.523
8611;8.61;-1.072;1.396;0.91;-0.0187;0.0381;0.0038;-1.337;-5.267
8612;8.611;-1.013;1.347;2.154;-0.0143;0.0448;-0.0006;-2.798;-1.655
8613;8.612;0.514;-2.269;4.717;0.0162;-0.0557;0.0046;-0.378;-2.717
8614;8.613;1.86;1.28;6.867;0.0532;0.0358;0.0047;-3.515;0.82
8615;8.614;0.779;0.504;6.47;0.0187;0.0328;0.0025;-6.852;-1.085
8616;8.615;1.006;-0.425;3.055;0.0165;-0.0047;-0.003;-1.977;-7.703
8617;8.616;0.443;0.942;4.756;0.0271;0.0155;-0.0064;4.062;4.171
8618;8.617;2.802;0.236;12.3;0.0635;0.0207;-0.0078;-2.622;5.163
8619;8.618;0.044;1.505;6.631;0.0002;0.0296;-0.01;1.164;7.173
8620;8.619;1.327;0.315;-0.493;0.0164;-0.0071;-0.0008;0.217;7.846
8621;8.62;4.985;-0.756;6.393;0.0993;-0.0295;0.005;10.007;-3.079
8622;8.621;0.536;-1.052;0.791;0.0078;-0.0289;0.0027;-0.576;1.393
8623;8.622;-0.042;1.421;3.969;0.0035;0.0382;-0.0047;-4.704;-3.914
8624;8.623;-2.327;-2.483;9.507;-0.0422;-0.055;-0.0072;-0.76;-4.503
8625;8.624;-2.416;0.511;5.629;-0.028;-0.0069;-0.0064;-3.945;2.06
8626;8.625;3.146;3.135;1.399;0.0664;0.0752;-0.002;3.833;-4.832
8627;8.626;0.072;0.895;10.285;-0.0015;0.0213;0.0039;6.548;1.227
8628;8.627;-1.363;0.596;3.283;-0.0368;0.0172;-0.0084;-0.002;2.758
8629;8.628;-0.746;-0.774;4.526;-0.0109;-0.0135;0.0014;7.983;-7.516
8630;8.629;-1.674;-2.183;9.071;-0.0375;-0.038;-0.0041;-3.791;0.534
8631;8.63;-0.035;-0.384;8.722;-0.0022;0.0147;0.0014;6.428;2.061
8632;8.631;-0.982;1.571;8.392;-0.0299;0.0336;-0.0032;2.222;6.438
8633;8.632;0.84;-3.962;3.269;0.0312;-0.0935;-0.0098;7.97;1.339
8634;8.633;2.202;-1.436;1.948;0.0544;-0.0297;0.0059;-7.6;-3.911
8635;8.634;0.707;-0.635;3.866;0.0144;-0.0213;-0.0064;-1.998;1.365
8636;8.635;0.055;-0.331;7.314;-0.0088;0.01;0.0041;1.452;-12.89
8637;8.636;0.033;-1.812;8.191;0.0187;-0.0213;-0.0025;6.98;1.333
8638;8.637;2.034;1.023;8.743;0.0306;0.0153;-0.0082;6.921;-0.529
8639;8.638;-1.976;-1.513;7.034;-0.0281;-0.0275;-0.0055;12.73;2.443
8640;8.639;-1.431;0.147;1.161;-0.0308;-0.0032;-0.0021;-0.995;3.239
8641;8.64;-0.832;-1.917;4.31;-0.0314;-0.0494;0.0049;7.639;-8.129
8642;8.641;-1.787;0.278;8.222;-0.0588;0.0056;0.0019;7.9;1.195
8643;8.642;0.743;-0.62;-0.081;0.0021;-0.0088;0.0028;-0.375;8.532
8644;8.643;-0.576;-2.239;1.136;-0.0019;-0.0356;0.0007;-1.749;-1.442
8645;8.644;-1.431;-0.428;4.6;-0.0474;-0.0107;-0.0021;2.474;1.573
8646;8.645;0.805;1.024;4.593;0.0263;0.023;0.0079;1.732;0.613
8647;8.646;-0.137;1.198;4.678;0.0134;0.0281;0.0099;8.333;-0.635
8648;8.647;0.598;1.18;8.412;-0.0006;0.0233;-0.0065;5.592;-3.874
8649;8.648;-0.017;-1.141;6.646;-0.0023;-0.0205;-0.0014;-9.418;-5.298
8650;8.649;-0.79;1.471;6.601;-0.0106;0.0268;0.0038;3.291;4.428
8651;8.65;-1.586;0.133;5.536;-0.0256;-0.0092;0.0025;10.112;12.361
8652;8.651;0.676;0.522;8.629;0.0138;-0.0063;-0.0039;-1.01;6.345
8653;8.652;-1.381;1.136;9.607;-0.0248;0.009;0.0041;0.851;12.208
8654;8.653;1.52;-1.921;10.879;0.044;-0.0492;-0.0011;-1.51;4.084
8655;8.654;0.37;0.893;5.928;0.0069;0.0012;0.0011;-5.195;0.593
8656;8.655;-0.057;-1.607;6.382;-0.0219;-0.0063;-0.0009;4.847;3.118
8657;8.656;-1.208;0.879;1.367;-0.0198;0.0276;-0.0022;1.804;-12.602
8658;8.657;2.436;-0.316;3.064;0.0506;-0.0131;0.0008;8.639;-1.902
8659;8.658;-0.395;0.781;2.228;-0.0177;0.0164;0.0025;8.582;-2.001
8660;8.659;0.808;-0.561;11.077;0.0185;0.0035;-0.0011;5.008;-3.113
8661;8.66;-0.955;-0.818;8.868;-0.0106;-0.0137;-0.0011;-1.482;2.354
8662;8.661;1.723;0.782;-0.131;0.0318;0.0142;0.0025;7.874;-4.812
8663;8.662;0.639;-0.363;8.775;0.0109;-0.0115;0.0014;10.475;-14.008
8664;8.663;1.545;1.932;3.388;0.0206;0.0469;0.0077;8.346;1.512
8665;8.664;1.238;-0.288;2.972;0.049;-0.006;-0.0007;-5.724;4.076
8666;8.665;-0.174;1.943;6.526;-0.0051;0.0285;-0.0001;-0.742;1.953
8667;8.666;-1.283;-1.629;-0.091;-0.015;-0.0236;0.0077;-0.543;-2.534
8668;8.667;0.113;1.098;0.009;0.0101;0.0197;-0.005;3.945;1.988
8669;8.668;-0.929;-0.25;9.399;-0.0032;-0.0026;-0.0077;0.659;3.757
8670;8.669;-0.525;1.018;6.298;-0.0134;0.0245;0.0014;9.032;0.144
8671;8.67;2.551;-0.767;4.407;0.0603;-0.0174;-0.0061;-0.57;6.48
8672;8.671;1.425;0.404;7.177;0.0216;0.0083;-0.0038;2.968;-0.202
8673;8.672;0.528;0.623;6.295;0.029;0.0089;-0.0061;-0.952;6.2
8674;8.673;1.044;-0.98;1.726;0.027;-0.0136;0.0038;-4.879;2.779
8675;8.674;1.396;0.348;6.324;0.0285;0.0224;-0.0073;2.475;4.778
8676;8.675;0.409;-0.413;4.608;0.0016;-0.0095;-0.0014;0.871;-0.807
8677;8.676;-0.001;-1.39;5.242;-0.0062;-0.0246;-0.0067;-9.401;4.685
8678;8.677;0.276;1.031;2.471;-0.0005;0.025;-0.0072;1.322;10.023
8679;8.678;0.817;-0.233;2.202;0.0147;-0.0115;0.0008;-7.483;3.526
8680;8.679;3.142;-1.987;11.005;0.0429;-0.0578;0.0003;6.017;-0.623
8681;8.68;-1.585;0.623;5.053;-0.015;0.0145;-0.0083;-0.609;3.384
8682;8.681;0.199;-0.356;5.934;0.0137;-0.0076;-0.0023;-4.533;-5.864
8683;8.682;-0.672;0.08;10.792;-0.0191;0.0021;0.0077;-3.96;4.1
8684;8.683;3.628;0.13;6.18;0.0811;0.0123;0.0101;-4.885;-8.401
8685;8.684;-0.646;0.507;7.049;-0.0144;0.0114;0.0013;2.819;5.812
8686;8.685;1.989;-0.954;0.389;0.049;0.0113;-0.0014;-3.331;0.771
8687;8.686;1.041;-0.85;7.069;0.0184;-0.0158;-0.0072;0.259;0.767
8688;8.687;0.862;1.261;10.426;0.0136;0.0267;0.0089;2.097;-3.446
8689;8.688;1.716;-0.704;6.196;0.015;-0.0199;-0.0089;0.084;8.06
8690;8.689;0.762;-0.241;1.827;0.0024;-0.005;-0.0049;4.295;1.389
8691;8.69;-0.294;-2.323;-0.949;0.0137;-0.033;0.0028;-6.085;-5.533
8692;8.691;2.937;0.587;6.07;0.0612;0.0095;0.0008;6.61;-8.392
8693;8.692;-1.561;0.022;-0.871;-0.0462;0.0013;-0.0028;-5.957;3.468
8694;8.693;-2.587;0.397;3.766;-0.032;0.0003;0.0024;-1.932;-2.98
8695;8.694;-0.991;1.501;2.943;-0.015;0.0373;0.0061;2.322;4.289
8696;8.695;1.186;0.7;2.279;0.0423;0.0308;0.0041;-0.072;5.951
8697;8.696;-0.833;0.354;8.353;-0.0086;0.019;-0.0029;2.114;0.519
8698;8.697;0.299;1.942;1.027;0.0036;0.0296;0.0051;-1.191;-2.878
8699;8.698;1.535;1.234;5.71;0.0154;0.0418;-0.0018;-1.267;-0.89
8700;8.699;1.178;0.942;6.523;0.0234;0.0166;-0.0032;-2.216;4.643
8701;8.7;0.773;0.282;2.721;0.0058;-0.0023;-0.0017;1.425;0.32
8702;8.701;1.806;0.374;2.756;0.028;0.0096;-0.0055;-0.168;5.782
8703;8.702;0.246;1.547;7.647;0.0152;0.0203;0.0003;3.008;-2.682
8704;8.703;1.771;-1.036;3.674;0.0174;-0.0039;-0.0056;-0.98;1.153
8705;8.704;0.491;-0.927;4.088;0.0138;-0.0061;0.0046;-8.761;-2.223
8706;8.705;2.428;-0.574;8.535;0.044;-0.0112;-0.0042;-2.537;-2.402
8707;8.706;1.813;-1.133;7.55;0.0454;-0.0185;-0.003;-4.5;6.942
8708;8.707;0.328;-0.731;11.131;-0.0072;-0.0275;0.0016;5.254;8.769
8709;8.708;1.932;0.541;6.409;0.0332;0.0088;-0.0021;1.331;4.835
8710;8.709;1.584;1.423;4.141;0.0543;0.0299;-0.0015;2.571;-4.177
8711;8.71;1.48;0.238;8.15;0.0448;0.0163;-0.0009;3.848;-11.206
8712;8.711;0.76;0.677;5.636;0.0088;0.0341;0.0034;-0.191;-0.538
8713;8.712;-1.445;0.871;8.101;-0.0116;0.0112;-0.0038;6.267;-2.7
8714;8.713;-0.486;2.518;5.4;-0.0264;0.0559;-0.011;1.424;3.142
8715;8.714;1.608;0.007;4.165;0.0181;0.0145;0.0098;1.445;-5.48
8716;8.715;2.157;0.113;5.707;0.0345;0.004;0.0001;0.96;4.046
8717;8.716;-2.001;0.14;6.762;-0.0545;-0.0056;-0.0056;-2.426;5.865
8718;8.717;-1.083;0.071;8.63;-0.0219;0.0075;0.0054;-2.158;0.8
8719;8.718;-2.764;-2.234;12.276;-0.0553;-0.0409;0.002;-7.451;-1.329
8720;8.719;-1.716;0.793;4.841;-0.0269;0.0052;-0.0044;-2.981;-3.63
8721;8.72;1.146;1.968;1.9;0.0142;0.0433;-0.0022;3.64;-3.609
8722;8.721;-0.663;-1.451;2.073;-0.0056;-0.0307;0.0053;-2.523;6.866
8723;8.722;0.978;0.379;3.149;0.0024;0.0127;-0.0044;0.394;-3.179
8724;8.723;2.354;2.468;6.348;0.0373;0.0452;0.0008;-4.735;1.917
8725;8.724;-2.315;1.32;1.761;-0.0396;0.0203;-0.0021;4.493;2.349
8726;8.725;0.433;1.384;3.522;0.0022;0.0188;0.0059;-0.213;4.101
8727;8.726;0.728;-1.181;5.836;0.0089;-0.0193;-0.0009;1.535;-4.214
8728;8.727;0.917;0.322;3.43;0.016;0.0071;-0.0032;-4.067;5.412
8729;8.728;1.798;0.013;-2.108;0.0483;0.0026;0.0105;-0.988;-3.703
8730;8.729;1.987;-0.448;7.047;0.0452;0.0004;0.0016;3.351;-4.567
8731;8.73;1.132;-1.188;6.631;0.0114;-0.0227;-0.0024;7.444;9.599
8732;8.731;-1.104;-1.073;10.673;-0.0228;-0.0134;0.001;-0.675;-3.759
8733;8.732;2.003;-1.593;16.136;0.0475;-0.0351;0.0018;-11.585;0.479
8734;8.733;3.457;-1.074;5.834;0.0783;-0.0048;0.0005;-3.409;9.52
8735;8.734;-1.312;-0.305;-2.707;-0.0333;0.0129;-0.0032;5.518;-5.7
8736;8.735;0.151;-0.403;2.541;0.0087;-0.0041;-0.0057;-2.507;2.707
8737;8.736;0.842;-0.574;5.425;0.0067;-0.0307;-0.0024;7.119;-9.168
8738;8.737;-0.219;0.059;7.013;0.0159;0.0081;0.0008;3.514;-2.76
8739;8.738;0.673;1.051;-2.32;0.0129;0.0034;-0.0039;3.716;1.149
8740;8.739;0.76;-1.838;8.067;0.0316;-0.0408;-0.0013;-0.489;-5.681
8741;8.74;1.978;0.407;5.709;0.0343;0.0161;-0.0004;4.242;-2.627
8742;8.741;-0.173;-1.167;6.244;-0.001;-0.017;-0.0069;8.151;-7.282
8743;8.742;0.106;1.819;6.165;0.0062;0.0217;-0.0081;-6.106;6.667
8744;8.743;3.179;-0.061;1.146;0.0673;0.0157;0.006;3.662;0.095
8745;8.744;1.934;0.288;6.99;0.0394;-0.0015;-0.0018;2.601;3.35
8746;8.745;-0.351;0.766;5.728;0.0065;0.0281;-0.0046;-9.837;7.585
8747;8.746;-1.469;1.666;1.434;-0.0372;0.0386;0.0042;-6.821;-8.318
8748;8.747;0.24;-1.494;6.816;0.0217;-0.0219;0.008;-3.559;-1.91
8749;8.748;1.106;0.135;5.141;0.0143;0.0048;-0.003;-0.049;-1.767
8750;8.749;-0.041;-0.975;7.409;-0.0065;-0.0322;0.0068;0.315;4.726
8751;8.75;-1.739;2.187;5.002;-0.0373;0.0515;-0.0011;-6.231;6.12
8752;8.751;-1.558;-1.25;1.167;-0.0351;-0.0131;0.0062;-5.168;1.819
8753;8.752;-0.738;0.865;3.382;-0.0261;0.0198;-0.0075;-1.969;6.032
8754;8.753;0.266;-0.487;3.41;0.0005;-0.02;-0.0031;4.864;11.778
8755;8.754;0.647;1.789;4.636;0.017;0.0503;0.0014;-0.279;4.467
8756;8.755;1.902;-0.374;7.826;0.0293;-0.0086;0.0036;-8.079;-7.878
8757;8.756;-0.847;-0.807;2.582;-0.0195;-0.0409;0.0063;1.8;5.409
8758;8.757;-1.039;1.271;6.377;-0.0214;0.0268;-0.0004;-0.947;5.688
8759;8.758;-2.39;-0.834;1.401;-0.0433;-0.0236;0.0026;7.228;-0.374
8760;8.759;-1.341;-0.808;9.632;-0.0062;-0.0155;0.002;-2.618;6.495
8761;8.76;-0.202;2.628;4.157;0.0055;0.0443;-0.0006;5.523;-4.715
8762;8.761;-0.289;2.584;4.187;0.0015;0.0516;-0.0004;7.788;-1.064
8763;8.762;-0.147;-0.616;2.501;-0.008;0.0041;-0.0033;-0.488;2.132
8764;8.763;0.438;-0.2;10.612;-0.0019;-0.0195;-0.0058;1.46;-4.415
8765;8.764;-0.428;2.882;-0.491;-0.0191;0.0555;0.0001;-3.015;-3.604
8766;8.765;-2.005;0.574;8.61;-0.0372;0.0095;-0.0025;4.723;-1.468
8767;8.766;0.416;-0.239;6.406;0.0115;0.0146;0.0001;4.061;1.275
8768;8.767;0.648;-0.182;-0.123;0.0171;-0.0035;-0.0002;-4.062;2.269
8769;8.768;-1.057;0.11;5.025;-0.0048;-0.0031;0.0043;-5.791;-1.281
8770;8.769;5.0;-0.052;1.587;0.1056;-0.0199;0.0026;0.434;-6.78
8771;8.77;-3.618;-0.623;4.055;-0.0532;-0.0294;-0.0011;3.435;-4.911
8772;8.771;-2.16;-0.709;3.208;-0.0562;-0.0194;-0.0007;-9.177;-2.603
8773;8.772;-0.756;0.426;7.577;-0.0238;0.0023;0.0018;-4.656;-6.893
8774;8.773;-0.76;0.01;7.564;-0.0119;0.0007;-0.0027;0.644;-2.307
8775;8.774;-1.282;-0.221;7.797;-0.0248;-0.0089;0.0057;-1.293;4.728
8776;8.775;0.452;1.049;2.064;0.0179;0.0273;-0.006;5.511;-3.213
8777;8.776;1.773;1.477;4.745;0.0484;0.0496;0.0001;4.483;7.223
8778;8.777;0.909;0.15;0.418;0.0301;0.0151;0.0042;4.914;4.029
8779;8.778;0.423;-1.954;5.634;0.0197;-0.0283;-0.0034;-3.356;-4.222
8780;8.779;2.447;0.836;1.765;0.0622;0.0108;-0.0027;-0.879;-1.744
8781;8.78;-2.16;2.409;3.646;-0.04;0.0393;-0.0069;-0.108;-1.705
8782;8.781;-0.189;-1.789;-2.211;-0.0178;-0.0452;0.0058;-1.877;6.423
8783;8.782;0.206;0.778;3.285;-0.0075;0.0168;0.0012;-0.463;0.04
8784;8.783;-0.395;-0.729;2.873;0.0065;-0.017;-0.0028;1.017;11.999
8785;8.784;-0.113;2.013;1.858;0.0037;0.0425;-0.004;5.739;-5.661
8786;8.785;-0.238;-2.246;5.851;-0.0042;-0.0522;-0.003;1.831;-3.672
8787;8.786;-0.884;-0.846;2.91;-0.0134;-0.0094;-0.0014;-0.188;3.495
8788;8.787;-1.689;-0.124;4.516;-0.0237;-0.0027;-0.0071;7.455;4.204
8789;8.788;-1.539;-0.346;5.32;-0.0389;0.0082;-0.0048;-8.817;0.99
8790;8.789;-0.404;0.648;2.63;-0.0298;0.0148;0.0018;-0.198;3.319
8791;8.79;0.677;1.831;4.568;0.0085;0.035;-0.008;-8.41;-3.154
8792;8.791;0.83;-0.948;3.015;0.0201;-0.0153;0.001;7.945;-8.211
8793;8.792;1.164;-1.109;1.866;0.0367;-0.0226;-0.0005;9.332;1.365
8794;8.793;-3.57;2.546;3.253;-0.0646;0.0466;0.0005;-1.877;8.481
8795;8.794;-1.323;0.77;4.643;-0.0097;0.0234;-0.0095;9.71;-0.239
8796;8.795;-1.714;-1.727;5.354;-0.0347;-0.0292;-0.0061;-2.782;2.482
8797;8.796;0.019;-3.335;8.797;0.0012;-0.0599;-0.0076;-9.952;1.286
8798;8.797;0.044;0.489;8.353;0.0109;0.0134;0.0059;4.297;-3.531
8799;8.798;-0.59;-0.293;3.565;0.0005;-0.0137;-0.0046;-1.247;-0.009
8800;8.799;1.504;1.591;9.514;0.0322;0.0373;-0.0067;-7.113;-0.825
8801;8.8;-0.686;-0.004;7.322;-0.0235;-0.0159;0.0024;-11.755;3.052
8802;8.801;0.202;1.67;3.009;0.0092;0.0425;-0.0014;6.72;-9.661
8803;8.802;0.82;2.11;2.509;-0.0024;0.045;-0.0024;-1.862;12.089
8804;8.803;0.72;-1.268;8.328;0.0058;-0.0247;-0.0052;-4.984;-0.549
8805;8.804;-0.463;-0.771;3.881;0.014;-0.0065;0.0066;3.712;-5.523
8806;8.805;2.068;-0.134;8.343;0.0398;0.0049;-0.0009;1.031;5.336
8807;8.806;1.084;0.052;13.172;0.0183;0.0159;-0.0112;-4.02;15.227
8808;8.807;1.455;-0.23;2.142;0.0348;-0.0034;0.003;-1.004;3.44
8809;8.808;0.37;1.552;6.1;0.0059;0.039;0.0029;-5.43;-10.984
8810;8.809;0.316;0.708;8.635;-0.0106;0.0109;0.0036;-4.544;-0.875
8811;8.81;-1.144;1.315;4.12;-0.0094;0.02;0.0025;-6.661;2.398
8812;8.811;-2.864;-1.158;0.908;-0.0622;-0.0319;0.0006;-1.22;-2.607
8813;8.812;-1.68;-2.829;8.768;-0.0389;-0.0534;0.0075;-11.182;-5.535
8814;8.813;-2.321;-0.617;8.132;-0.0609;-0.0162;0.0058;-1.404;-13.864
8815;8.814;-0.047;-0.845;8.476;-0.0113;-0.0304;-0.001;-9.705;-0.347
8816;8.815;-2.163;0.045;2.104;-0.0388;0.004;-0.0008;8.088;-2.927
8817;8.816;-0.768;-0.377;2.277;-0.0218;-0.0054;-0.005;-4.983;2.596
8818;8.817;-1.396;-0.832;4.762;-0.0407;-0.0116;0.0067;3.935;3.766
8819;8.818;0.005;0.667;3.289;-0.0041;0.0086;0.002;-3.942;-4.291
8820;8.819;-0.278;-0.13;6.15;-0.0066;-0.0129;0.0027;0.43;4.249
8821;8.82;2.066;-0.524;8.553;0.038;-0.0319;-0.0007;-11.013;2.161
8822;8.821;1.358;0.352;5.476;0.0369;0.0049;-0.0039;4.544;-6.558
8823;8.822;2.329;-0.929;5.08;0.0574;-0.033;0.0082;0.962;3.422
8824;8.823;0.159;2.847;9.191;-0.0138;0.0595;0.0011;-1.937;-2.004
8825;8.824;-2.657;1.419;3.818;-0.0526;0.031;-0.0101;9.734;-9.091
8826;8.825;1.486;-1.527;-3.429;0.0215;-0.0393;0.0065;-1.073;0.506
8827;8.826;2.925;-2.149;3.799;0.0657;-0.0337;-0.0015;4.347;3.214
8828;8.827;-0.584;0.154;9.205;-0.0044;-0.0032;0.0029;0.788;-1.216
8829;8.828;2.146;-0.392;8.035;0.0464;-0.0297;-0.0036;1.716;-2.732
8830;8.829;-0.234;-0.718;6.964;-0.0035;-0.0066;0.0032;-1.839;-6.055
8831;8.83;0.194;-1.28;2.844;0.0021;-0.0271;-0.0056;9.585;-6.122
8832;8.831;-0.158;-1.263;4.645;-0.0182;-0.0361;0.0089;4.007;-5.825
8833;8.832;-0.886;2.476;3.301;-0.0286;0.0281;0.0047;1.58;0.349
8834;8.833;-0.672;0.775;3.514;0.0006;0.0108;0.0057;-0.321;-3.412
8835;8.834;-2.588;0.103;6.127;-0.0526;-0.0028;0.0019;9.361;2.657
8836;8.835;0.259;-1.045;2.133;0.0115;-0.0103;0.0072;5.954;0.701
8837;8.836;0.219;-1.2;8.809;0.0242;-0.0289;0.0003;-5.078;1.436
8838;8.837;1.079;-1.117;3.584;0.0228;-0.0172;0.004;2.018;4.196
8839;8.838;-0.059;-0.253;7.496;0.0146;0.0081;-0.003;-2.139;-8.924
8840;8.839;0.643;-1.546;9.406;0.0179;-0.0341;-0.0016;1.241;-0.11
8841;8.84;3.367;-0.294;-0.601;0.0696;-0.01;-0.002;-2.853;-0.546
8842;8.841;1.511;0.507;2.782;0.0516;0.0294;0.0068;-5.061;5.617
8843;8.842;-0.189;-1.147;3.618;-0.0088;-0.0221;-0.0023;0.264;2.153
8844;8.843;0.399;-2.088;-1.509;0.013;-0.0475;0.0036;-4.011;-6.98
8845;8.844;0.048;1.665;6.196;-0.011;0.0227;-0.0019;-4.591;5.802
8846;8.845;1.945;-0.93;5.427;0.03;-0.0215;-0.0018;-4.026;1.02
8847;8.846;-0.738;-0.035;8.037;-0.0141;-0.0024;0.0054;-1.908;-3.061
8848;8.847;1.606;1.602;3.622;0.0204;0.0294;0.0034;1.595;4.239
8849;8.848;0.636;0.598;6.511;0.0187;0.0234;-0.0038;3.808;5.167
8850;8.849;-3.929;-0.066;1.799;-0.0702;0.0028;-0.0093;-5.177;-2.384
8851;8.85;0.714;-0.336;6.107;0.0227;0.0024;-0.0014;10.297;-2.073
8852;8.851;-0.831;-1.513;-0.443;-0.0106;-0.0423;0.0008;-1.754;3.455
8853;8.852;-1.353;-0.4;5.781;-0.0416;0.0084;0.0051;8.92;-1.75
8854;8.853;-0.0;0.44;4.157;-0.0034;0.0193;-0.0048;-1.481;-1.025
8855;8.854;0.476;1.187;7.624;0.0171;0.0196;0.0092;-2.827;-7.631
8856;8.855;3.678;-1.127;13.727;0.069;-0.0196;-0.0004;-3.86;-6.651
8857;8.856;0.12;0.576;5.7;-0.0002;0.0205;-0.0032;2.742;-6.654
8858;8.857;-1.285;1.653;6.301;-0.0183;0.0413;0.0;-1.2;-0.819
8859;8.858;-0.161;0.59;5.978;0.0026;0.0094;-0.007;-2.599;0.8
8860;8.859;0.714;1.218;6.244;0.0153;0.0217;-0.0025;-2.062;7.869
8861;8.86;-1.381;-1.057;2.325;-0.0367;-0.0207;0.0046;1.482;4.541
8862;8.861;-0.338;-0.885;2.83;0.0078;-0.0055;0.0047;6.18;2.012
8863;8.862;-2.403;1.659;-1.859;-0.0522;0.02;0.0022;-0.349;-2.896
8864;8.863;-1.836;1.594;3.188;-0.0181;0.0278;0.007;-1.719;-2.046
8865;8.864;-0.629;0.187;9.384;-0.0151;0.0168;-0.0037;-10.361;6.258
8866;8.865;1.113;-1.041;3.251;0.0155;-0.0208;0.0013;-1.264;-2.642
8867;8.866;-1.341;0.89;0.941;-0.0293;0.0219;0.0057;-10.667;4.251
8868;8.867;-1.265;-0.984;6.63;-0.0088;-0.013;-0.0042;9.174;-2.116
8869;8.868;-0.129;0.031;8.583;0.0014;-0.0233;0.002;3.651;-4.762
8870;8.869;-1.501;2.52;4.77;-0.0182;0.0581;0.0008;6.05;2.302
8871;8.87;-0.817;1.072;5.356;-0.0016;0.0422;0.0036;3.469;2.792
8872;8.871;-1.361;0.628;8.747;-0.0373;0.0066;-0.0105;-0.89;-1.02
8873;8.872;2.579;-0.361;-0.092;0.0537;-0.0096;0.0016;-0.92;-0.488
8874;8.873;-0.697;-2.504;10.256;-0.0023;-0.0385;0.0012;-0.71;-0.493
8875;8.874;2.078;0.894;3.257;0.0354;0.0339;-0.0048;-8.119;5.621
8876;8.875;0.198;-0.12;5.406;0.0013;-0.0045;-0.0023;-1.362;-2.78
8877;8.876;2.649;0.862;-1.35;0.045;0.0197;0.0021;-1.871;3.567
8878;8.877;-1.46;-1.866;7.3;-0.0437;-0.0191;-0.0043;2.793;-2.925
8879;8.878;0.267;-0.132;7.116;0.0166;0.0028;-0.0023;-5.54;-1.053
8880;8.879;-3.581;0.81;7.067;-0.0971;0.0156;-0.0052;-5.397;-0.343
8881;8.88;1.945;1.385;5.257;0.0304;0.0429;0.0013;-4.405;0.034
8882;8.881;0.931;-0.671;8.986;0.0271;-0.0147;-0.0001;2.847;10.263
8883;8.882;-0.533;-2.025;5.148;-0.018;-0.0419;-0.0026;5.223;-3.313
8884;8.883;3.036;-0.132;7.656;0.0745;0.0036;0.0076;1.409;6.514
8885;8.884;4.3;0.081;3.891;0.0919;0.0038;0.002;2.36;-3.759
8886;8.885;2.279;0.918;5.678;0.038;0.0099;0.0012;-1.292;0.248
8887;8.886;2.397;0.23;9.727;0.0494;-0.0049;-0.0057;-9.238;4.107
8888;8.887;0.096;1.112;2.524;-0.0089;0.0291;0.0057;6.184;5.541
8889;8.888;-1.204;-0.074;5.178;-0.034;-0.0036;0.0022;-1.988;8.836
8890;8.889;-2.239;-1.284;1.351;-0.041;-0.0087;0.0029;6.902;-1.46
8891;8.89;1.588;0.69;5.194;0.0437;0.0134;0.0108;-2.441;13.161
8892;8.891;-2.798;-0.222;4.251;-0.0737;-0.0189;-0.0034;-1.369;0.773
8893;8.892;-0.277;0.11;4.947;-0.0016;0.0132;-0.0133;1.342;-5.599
8894;8.893;2.579;1.0;4.742;0.0247;0.0076;-0.0033;-2.006;-3.02
8895;8.894;0.554;0.722;6.989;0.011;0.0207;-0.0027;2.954;4.064
8896;8.895;-1.868;-0.131;4.412;-0.0377;-0.014;0.0042;-1.924;-3.053
8897;8.896;-1.27;0.813;7.575;-0.0282;0.0138;-0.0073;-3.85;-16.715
8898;8.897;1.932;1.552;4.766;0.0403;0.0073;-0.0043;3.956;0.189
8899;8.898;-1.565;0.176;2.702;-0.0354;0.0096;0.0022;4.691;-7.014
8900;8.899;-0.668;-1.663;7.964;-0.0046;-0.0255;0.0032;-1.7;-6.655
8901;8.9;-2.09;0.493;5.945;-0.0555;0.0041;-0.0001;5.866;2.412
8902;8.901;-0.078;0.125;4.921;0.0016;0.0173;-0.0008;3.197;2.43
8903;8.902;-0.918;0.423;-0.98;-0.0219;0.0095;0.0082;-2.437;5.414
8904;8.903;1.55;-3.325;3.621;0.0363;-0.0763;-0.0074;2.172;3.71
8905;8.904;-1.47;-2.288;5.346;-0.0202;-0.0425;0.0072;5.721;0.951
8906;8.905;-0.637;-1.468;5.962;-0.0076;-0.032;-0.0012;-2.682;4.108
8907;8.906;-3.547;-0.555;-2.144;-0.0716;-0.0189;0.0025;2.682;-3.372
8908;8.907;1.973;-0.972;0.196;0.0405;-0.0132;-0.0021;5.379;-6.786
8909;8.908;1.824;-1.048;9.569;0.0285;-0.0106;0.0027;-5.054;4.483
